5863 13
0	328	0	2	81	0.102	1	4.29000000000000000000e+02	1.50000000000000000000e+01	1.61039680242538452148e-01	6.79451751708984375000e+00	1.5	0.4526294469833374
1	328	0	2	81	0.124	1	6.94000000000000000000e+02	2.10000000000000000000e+01	2.46161043643951416016e-01	8.23503303527832031250e+00	1.5	0.8127582669258118
2	328	0	2	81	0.177	1	4.40000000000000000000e+02	1.50000000000000000000e+01	1.64740219712257385254e-01	6.85714244842529296875e+00	1.5250000000000001	0.46828556060791016
3	328	0	2	81	0.113	1	9.72000000000000000000e+02	2.70000000000000000000e+01	3.35372954607009887695e-01	9.74477291107177734375e+00	1.5250000000000001	1.1901932954788208
4	328	0	2	82	0.268	1	7.96000000000000000000e+02	2.30000000000000000000e+01	2.78816461563110351562e-01	8.78766345977783203125e+00	1.1500000000000001	0.9509158134460449
5	328	0	2	107	0.830	1	6.88000000000000000000e+02	2.10000000000000000000e+01	2.44162470102310180664e-01	8.20121097564697265625e+00	3.0250000000000004	0.8043027520179749
6	328	0	2	71	0.337	1	5.14000000000000000000e+02	1.70000000000000000000e+01	1.88392400741577148438e-01	7.25741004943847656250e+00	3.875	0.568352460861206
7	328	0	2	71	0.293	1	7.20000000000000000000e+02	2.10000000000000000000e+01	2.54487037658691406250e-01	8.37593460083007812500e+00	3.9000000000000004	0.8479836583137512
8	328	0	2	95	0.502	1	6.30000000000000000000e+02	1.90000000000000000000e+01	2.25566461682319641113e-01	7.88650941848754882812e+00	3.375	0.7256273031234741
9	328	0	2	82	0.112	1	7.19000000000000000000e+02	2.10000000000000000000e+01	2.54090458154678344727e-01	8.36922264099121093750e+00	0.45	0.8463057279586792
10	328	0	2	82	0.093	1	5.52000000000000000000e+02	1.80000000000000000000e+01	2.00698986649513244629e-01	7.46567487716674804688e+00	0.47500000000000003	0.6204187870025635
11	328	0	2	107	0.239	1	8.96000000000000000000e+02	2.50000000000000000000e+01	3.10922771692276000977e-01	9.33100032806396484375e+00	0.675	1.0867501497268677
12	328	0	2	109	0.460	1	8.19000000000000000000e+02	2.40000000000000000000e+01	2.86305069923400878906e-01	8.91439342498779296875e+00	1.25	0.9825983047485352
13	385	1	2	4	0.583	116	6.67000000000000000000e+02	1.60000000000000000000e+01	4.95644450187683105469e-01	1.70079994201660156250e+00	2.25	0.6770131587982178
14	385	1	2	66	0.749	116	6.58000000000000000000e+02	1.30000000000000000000e+01	4.85150992870330810547e-01	1.60635900497436523438e+00	1.3250000000000002	0.39998629689216614
15	385	1	2	66	0.747	116	6.78000000000000000000e+02	1.90000000000000000000e+01	5.07712900638580322266e-01	1.80941593647003173828e+00	1.3250000000000002	0.9956199526786804
16	390	1	2	98	0.749	116	6.68000000000000000000e+02	1.60000000000000000000e+01	4.96976703405380249023e-01	1.71279036998748779297e+00	0.25	0.7121851444244385
17	390	1	2	53	0.160	116	6.83000000000000000000e+02	2.00000000000000000000e+01	5.13639688491821289062e-01	1.86275744438171386719e+00	2.15	1.1520885229110718
18	390	1	2	98	0.186	116	6.82000000000000000000e+02	2.00000000000000000000e+01	5.13039469718933105469e-01	1.85735499858856201172e+00	0.9	1.1362413167953491
19	430	1	2	71	0.526	116	6.74000000000000000000e+02	1.80000000000000000000e+01	5.03817558288574218750e-01	1.77435779571533203125e+00	0.8500000000000001	0.8927828669548035
20	430	1	2	98	0.482	116	6.68000000000000000000e+02	1.60000000000000000000e+01	4.96799111366271972656e-01	1.71119201183319091797e+00	0.7250000000000001	0.7074964046478271
21	430	1	2	98	0.776	116	6.81000000000000000000e+02	2.00000000000000000000e+01	5.12014865875244140625e-01	1.84813368320465087891e+00	0.9500000000000001	1.109192132949829
22	464	1	2	73	0.839	116	6.57000000000000000000e+02	1.30000000000000000000e+01	4.83716219663619995117e-01	1.59344601631164550781e+00	0.55	0.36210840940475464
23	464	1	2	73	0.704	116	6.74000000000000000000e+02	1.80000000000000000000e+01	5.03104448318481445312e-01	1.76793980598449707031e+00	0.375	0.8739569187164307
24	508	1	2	98	0.124	116	6.81000000000000000000e+02	2.00000000000000000000e+01	5.11681377887725830078e-01	1.84513235092163085938e+00	0.525	1.1003882884979248
25	508	1	2	70	0.252	116	6.78000000000000000000e+02	1.90000000000000000000e+01	5.08812010288238525391e-01	1.81930804252624511719e+00	0.55	1.02463698387146
26	508	1	2	54	0.722	116	6.69000000000000000000e+02	1.70000000000000000000e+01	4.98108893632888793945e-01	1.72298002243041992188e+00	1.7750000000000001	0.7420746088027954
27	508	1	2	42	0.192	116	6.82000000000000000000e+02	2.00000000000000000000e+01	5.13071238994598388672e-01	1.85764110088348388672e+00	1.8	1.137080430984497
28	508	1	2	113	0.029	116	6.57000000000000000000e+02	1.30000000000000000000e+01	4.83007371425628662109e-01	1.58706641197204589844e+00	2.275	0.3433946371078491
29	573	1	2	71	0.218	116	6.77000000000000000000e+02	1.90000000000000000000e+01	5.07434070110321044922e-01	1.80690646171569824219e+00	0.775	0.9882590174674988
30	573	1	2	76	0.088	116	6.70000000000000000000e+02	1.70000000000000000000e+01	4.98533159494400024414e-01	1.72679841518402099609e+00	0.8250000000000001	0.7532752156257629
31	573	1	2	66	0.187	116	6.64000000000000000000e+02	1.50000000000000000000e+01	4.92039442062377929688e-01	1.66835486888885498047e+00	1.75	0.5818410515785217
32	573	1	2	28	0.989	116	6.75000000000000000000e+02	1.80000000000000000000e+01	5.05224585533142089844e-01	1.78702127933502197266e+00	2.9000000000000004	0.9299289584159851
33	630	2	2	73	0.210	10	9.22000000000000000000e+02	2.30000000000000000000e+01	1.48246631026268005371e-01	8.74531841278076171875e+00	0.325	1.0111141204833984
34	630	2	2	73	0.209	10	7.62000000000000000000e+02	2.00000000000000000000e+01	1.20139054954051971436e-01	7.22750902175903320312e+00	0.35000000000000003	0.6698881387710571
35	630	2	2	73	0.201	10	7.20000000000000000000e+02	1.90000000000000000000e+01	1.12829230725765228271e-01	6.83277845382690429688e+00	0.35000000000000003	0.5811468362808228
36	630	2	2	76	0.550	10	5.98000000000000000000e+02	1.70000000000000000000e+01	9.14038494229316711426e-02	5.67580795288085937500e+00	0.925	0.3210426867008209
37	630	2	2	74	0.332	10	8.75000000000000000000e+02	2.20000000000000000000e+01	1.40019640326499938965e-01	8.30106067657470703125e+00	0.7250000000000001	0.9112384915351868
38	630	2	2	75	0.622	10	1.14600000000000000000e+03	2.70000000000000000000e+01	1.87595501542091369629e-01	1.08701572418212890625e+01	0.8500000000000001	1.48880934715271
39	630	2	2	71	0.699	10	8.42000000000000000000e+02	2.10000000000000000000e+01	1.34143695235252380371e-01	7.98375988006591796875e+00	0.75	0.8399044871330261
40	630	2	2	73	0.360	10	7.43000000000000000000e+02	2.00000000000000000000e+01	1.16858385503292083740e-01	7.05035305023193359375e+00	0.375	0.6300608515739441
41	630	2	2	73	0.529	10	8.23000000000000000000e+02	2.10000000000000000000e+01	1.30852699279785156250e-01	7.80604553222656250000e+00	0.5	0.7999516725540161
42	630	2	2	73	0.564	10	8.81000000000000000000e+02	2.20000000000000000000e+01	1.41014382243156433105e-01	8.35477638244628906250e+00	0.525	0.92331463098526
43	668	1	1	53	0.068	116	6.55000000000000000000e+02	1.20000000000000000000e+01	4.80979740619659423828e-01	1.56881761550903320312e+00	2.9250000000000003	0.2898649275302887
44	668	1	2	98	0.008	116	6.83000000000000000000e+02	2.10000000000000000000e+01	5.14168798923492431641e-01	1.86751902103424072266e+00	1.0250000000000001	1.1660557985305786
45	668	1	2	106	0.828	116	6.79000000000000000000e+02	1.90000000000000000000e+01	5.09983241558074951172e-01	1.82984924316406250000e+00	0.7250000000000001	1.0555578470230103
46	812	1	2	78	0.651	116	6.64000000000000000000e+02	1.50000000000000000000e+01	4.92342948913574218750e-01	1.67108654975891113281e+00	0.9500000000000001	0.5898540019989014
47	812	1	2	79	0.005	116	6.82000000000000000000e+02	2.00000000000000000000e+01	5.12452423572540283203e-01	1.85207176208496093750e+00	1.1500000000000001	1.120743751525879
48	812	1	2	79	0.024	116	6.64000000000000000000e+02	1.50000000000000000000e+01	4.91573810577392578125e-01	1.66416418552398681641e+00	1.175	0.5695484280586243
49	834	1	2	76	0.014	116	6.71000000000000000000e+02	1.70000000000000000000e+01	5.00427722930908203125e-01	1.74384975433349609375e+00	0.8	0.8032926321029663
50	834	1	2	98	0.633	116	6.58000000000000000000e+02	1.30000000000000000000e+01	4.85043108463287353516e-01	1.60538792610168457031e+00	0.75	0.3971378207206726
51	834	1	2	82	0.734	116	6.81000000000000000000e+02	2.00000000000000000000e+01	5.11711180210113525391e-01	1.84540045261383056641e+00	1.3250000000000002	1.1011747121810913
52	834	1	2	92	0.679	116	6.64000000000000000000e+02	1.50000000000000000000e+01	4.91920113563537597656e-01	1.66728091239929199219e+00	0.8500000000000001	0.5786908268928528
53	841	1	2	35	0.310	116	6.81000000000000000000e+02	2.00000000000000000000e+01	5.11665284633636474609e-01	1.84498775005340576172e+00	2.225	1.0999641418457031
54	841	1	2	35	0.295	116	6.72000000000000000000e+02	1.70000000000000000000e+01	5.00960588455200195312e-01	1.74864506721496582031e+00	2.225	0.8173587322235107
55	841	1	2	35	0.260	116	6.64000000000000000000e+02	1.50000000000000000000e+01	4.91858065128326416016e-01	1.66672265529632568359e+00	2.225	0.5770530104637146
56	841	1	2	35	0.227	116	6.69000000000000000000e+02	1.70000000000000000000e+01	4.98126298189163208008e-01	1.72313654422760009766e+00	2.25	0.7425338625907898
57	1008	1	2	57	0.847	116	6.70000000000000000000e+02	1.70000000000000000000e+01	4.98823344707489013672e-01	1.72941017150878906250e+00	1.675	0.7609365582466125
58	1008	1	2	74	0.391	116	6.66000000000000000000e+02	1.50000000000000000000e+01	4.93870407342910766602e-01	1.68483364582061767578e+00	1.675	0.6301785111427307
59	1008	1	2	74	0.430	116	6.72000000000000000000e+02	1.70000000000000000000e+01	5.00786185264587402344e-01	1.74707567691802978516e+00	1.675	0.8127554059028625
60	1013	3	1	71	0.827	8	9.27000000000000000000e+02	2.60000000000000000000e+01	3.20826411247253417969e-01	9.49860095977783203125e+00	4.525	0.9187074899673462
61	1013	3	1	71	0.792	8	9.08000000000000000000e+02	2.50000000000000000000e+01	3.14811110496520996094e-01	9.39680385589599609375e+00	4.55	0.9040393829345703
62	1013	3	2	118	0.190	8	5.97000000000000000000e+02	1.90000000000000000000e+01	2.15076267719268798828e-01	7.70898294448852539062e+00	4.9750000000000005	0.6608397960662842
63	1013	3	2	66	0.358	8	7.36000000000000000000e+02	2.20000000000000000000e+01	2.59782582521438598633e-01	8.46555137634277343750e+00	2.475	0.7698544263839722
64	1013	3	2	9	0.202	8	1.07700000000000000000e+03	2.90000000000000000000e+01	3.69151711463928222656e-01	1.03164138793945312500e+01	2.325	1.0365469455718994
65	1013	3	1	27	0.200	8	8.01000000000000000000e+02	2.30000000000000000000e+01	2.80559450387954711914e-01	8.81715965270996093750e+00	3.45	0.8205180168151855
66	1013	3	1	81	0.664	8	6.43000000000000000000e+02	2.00000000000000000000e+01	2.29835003614425659180e-01	7.95874595642089843750e+00	3.85	0.6968284249305725
67	1013	3	1	28	0.110	8	6.14000000000000000000e+02	1.90000000000000000000e+01	2.20587164163589477539e-01	7.80224466323852539062e+00	3.475	0.6742779612541199
68	1013	3	1	41	0.110	8	5.32000000000000000000e+02	1.70000000000000000000e+01	1.94299712777137756348e-01	7.35737991333007812500e+00	3.25	0.6101769804954529
69	1013	3	2	78	0.615	8	4.36000000000000000000e+02	1.50000000000000000000e+01	1.63201659917831420898e-01	6.83110523223876953125e+00	0.8	0.5343455672264099
70	1070	1	2	106	0.550	116	6.81000000000000000000e+02	2.00000000000000000000e+01	5.11646449565887451172e-01	1.84481811523437500000e+00	0.6000000000000001	1.099466323852539
71	1070	1	2	106	0.422	116	6.61000000000000000000e+02	1.40000000000000000000e+01	4.88304644823074340820e-01	1.63474190235137939453e+00	0.6000000000000001	0.48324280977249146
72	1070	1	2	106	0.153	116	6.64000000000000000000e+02	1.50000000000000000000e+01	4.91696357727050781250e-01	1.66526722908020019531e+00	0.625	0.572783887386322
73	1070	1	2	107	0.015	116	6.72000000000000000000e+02	1.70000000000000000000e+01	5.00974595546722412109e-01	1.74877154827117919922e+00	0.65	0.8177298307418823
74	1083	4	2	71	0.729	3	3.80000000000000000000e+01	2.89000000000000000000e+02	1.25430271029472351074e-01	8.25667667388916015625e+00	0.45	0.7011617422103882
75	1083	4	2	83	0.420	3	4.60000000000000000000e+01	3.90000000000000000000e+02	1.65474683046340942383e-01	1.07394304275512695312e+01	1.0	0.9442313313484192
76	1083	4	2	78	0.687	3	6.40000000000000000000e+01	6.04000000000000000000e+02	2.49977231025695800781e-01	1.59785881042480468750e+01	0.525	1.457161784172058
77	1083	4	2	78	0.676	3	4.80000000000000000000e+01	4.13000000000000000000e+02	1.74791902303695678711e-01	1.13170986175537109375e+01	0.525	1.0007869005203247
78	1083	4	2	78	0.673	3	4.50000000000000000000e+01	3.77000000000000000000e+02	1.60339981317520141602e-01	1.04210786819458007812e+01	0.525	0.9130637049674988
79	1083	4	2	77	0.728	3	4.80000000000000000000e+01	4.18000000000000000000e+02	1.76588177680969238281e-01	1.14284667968750000000e+01	0.875	1.0116902589797974
80	1083	4	2	73	0.213	3	5.50000000000000000000e+01	4.93000000000000000000e+02	2.06247404217720031738e-01	1.32673387527465820312e+01	0.5750000000000001	1.1917216777801514
81	1083	4	2	98	0.591	3	4.30000000000000000000e+01	3.54000000000000000000e+02	1.51490047574043273926e-01	9.87238311767578125000e+00	0.375	0.8593446016311646
82	1083	4	2	98	0.592	3	3.00000000000000000000e+01	1.92000000000000000000e+02	8.74643176794052124023e-02	5.90278768539428710938e+00	0.375	0.470708429813385
83	1083	4	2	98	0.580	3	3.70000000000000000000e+01	2.75000000000000000000e+02	1.19941383600234985352e-01	7.91636562347412109375e+00	0.4	0.6678441762924194
84	1083	4	2	76	0.007	3	6.20000000000000000000e+01	5.82000000000000000000e+02	2.41343587636947631836e-01	1.54433021545410156250e+01	0.7000000000000001	1.4047555923461914
85	1083	4	2	83	0.122	3	6.40000000000000000000e+01	6.10000000000000000000e+02	2.52351135015487670898e-01	1.61257686614990234375e+01	0.75	1.4715713262557983
86	1083	4	2	83	0.118	3	6.20000000000000000000e+01	5.87000000000000000000e+02	2.43219181895256042480e-01	1.55595893859863281250e+01	0.75	1.4161404371261597
87	1083	4	2	83	0.121	3	3.70000000000000000000e+01	2.83000000000000000000e+02	1.23368784785270690918e-01	8.12886524200439453125e+00	0.75	0.688648521900177
