0	L1_DAC
1	L23_PC
2	L23_LBC
3	L23_BTC
4	L23_SBC
5	L23_NBC
6	L23_MC
7	L23_DBC
8	L4_PC
9	L4_SP
10	L4_SS
11	L4_MC
12	L4_DBC
13	L4_BTC
14	L4_LBC
15	L5_TTPC2
16	L5_STPC
17	L5_UTPC
18	L5_TTPC1
19	L5_MC
20	L5_NBC
21	L5_LBC
22	L6_UTPC
23	L6_TPC_L4
24	L6_BPC
25	L6_TPC_L1
26	L6_IPC
27	L6_MC
28	L6_BTC
29	L6_LBC
30	L1_NGC-SA
31	L1_NGC-DA
32	L1_HAC
33	L4_NBC
34	L5_BTC
35	L5_DBC
36	L5_SBC
